term,definition
evolutionary trap,The situation of a rapid ecological change triggering decisions about choice of habitat that are detrimental for an individual; an ecological trap.
exceeding,The situation of being in excess
excellentness,the state or the quality of being excellent
exceptionality,"A thing, condition, or other matter which is exceptional"
excess,"The state of surpassing or going beyond limits; the being of a measure beyond sufficiency, necessity, or duty; that which exceeds what is usual or proper The excess of heavy water was given away to the neighbouring country"
excess,A condition on an insurance policy by which the insured pays for a part of the claim.
exciplex,"Any complex, existing in an excited state, that is dissociated in the ground state"
excited state,any state of a particle or system of particles that has a higher energy than that of its ground state
exciton,A bound state of an electron and an electron hole in an insulator or semiconductor
excrescency,An excrescent state or condition; the quality or fact of growing out of something; abnormal or excessive development
exencephaly,A condition in which part of the brain protrudes through a defect in the skull
exigency,"An urgent situation, one requiring extreme effort or attention."
existential crisis,A state of panic or feeling of intense psychological discomfort about questions of existence.
exogeneity,"The condition, or the extent, of being exogenous 2016, Linbo Wang, James M"
exorbitance,The state or characteristic of being exorbitant.
exotic baryon,A bound state of 3 quarks and additional particles
exotoxemia,The presence of an exotoxin in the blood
explicitness,The state or characteristic of being explicit.
extrametricality,The situation where a particular segment or prosodic unit of a word may be ignored for the purposes of determining the stresses in the word's pronunciation.
extratemporality,The state or characteristic of being extratemporal.
extreme,"The greatest or utmost point, degree or condition"
pain,"The condition or fact of suffering or anguish especially mental, as opposed to pleasure; torment; distress In the final analysis, pain is a fact of life"
painstakingness,"The state or characteristic of being painstaking; the giving of careful attention to details.[1] 1993, Joseph Heller and Adam Sorkin, Conversations with Joseph Heller , ISBN, p xii: The painstakingness of Heller the craftsman comes through most strongly in these descriptions of the hard work he puts into his novels."
paintership,The state or position of being a painter
palace intrigue,A situation in which powerful individuals within an organization are working against each other
paleness,The condition or degree of being pale or of lacking color
pamprodactyly,"The condition of having all four toes pointing forward, characteristic of swifts."
pancreatomegaly,The presence of an abnormally large pancreas.
pancytosis,"The state of having increased concentrations of all three cell lines in the blood, i.e"
paneosteitis,"A long bone condition in large dogs, manifesting with sudden, otherwise unexplained pain and lameness sometimes shifting from leg to leg."
panmixia,A situation in which an individual is just as likely to mate with another randomly chosen individual as any other in the population.
panmyelopathy,A condition of bone marrow in which all blood-forming elements are affected
panniculosis,"A noninflammatory condition characterised by broad, flat thickening of the subcutaneous tissue."
panophobia,a condition of groundless fears
panphilia,A state of loving or accepting all things.
panphobia,a condition of groundless fears
pansteatitis,"A physiological condition in animals, characterised by inflammation of the body fat."
pantophobia,a condition of groundless fears
papillomatosis,the presence of papillomas
papular purpuric gloves and socks syndrome,"A cutaneous condition characterised by pruritus, oedema and erythema of the hands and feet."
papulosis,Any medical condition characterised by the presence of papules.
parabiosis,A transient physiological state of suspension of obvious vital activities such as to enable an organism to escape the notice of its enemies or to conserve its energy
paradox,A state in which one is logically compelled to contradict oneself
parageusia,"The abnormal presence of an unpleasant taste in the mouth, sometimes caused by medications."
parainfection,A condition resembling an infection but not caused by an infectious agent.
paramountcy,"The fact or condition of being paramount; supremacy, precedence"
paramukta,supremely liberated being; being liberated beyond the state of a jivanmukta
paraphimosis,A medical condition where the foreskin becomes trapped behind the glans.
paraphonia,"An abnormal condition or alteration of the voice, as at puberty."
paraplegia,A condition where the lower half of a patient's body is paralyzed and cannot move.
parapositronium,The state of a positronium exotic atom in which the positron and electron have antiparallel spins
paraproteinemia,The presence of (abnormally large amounts of) paraproteins in the blood.
paraproteinuria,The presence of paraproteins in the urine
parasitemia,The presence of parasites in the blood
parasympathicotonia,"Any condition characterised by domination of the parasympathetic system over the sympathetic 2015, Pushpa Sharma et al., Pyruvate dose response studies targeting the vital signs following hemorrhagic shock, in Journal of Emergencies, Trauma, and Shock[1], volume 8, DOI:10.4103/0974-2700.160729:The KI values above 100 indicate sympathicotonia, and values below 100 indicate parasympathicotonia."
parentship,"The condition, state, or status of a parent"
partial dependency,An attribute of a relation that depends on a key but also on a part of such key; this is a violation of second normal form.
