term,definition
jerkishness,The quality of being jerkish.
jerkness,The quality of being jerkish or obnoxious.
jestfulness,The quality of being jestful.
jigginess,Quality of being jiggy.
jiggliness,Quality of being jiggly.
jimpness,The quality of being jimp
jocundness,The quality of being jocund.
jointlessness,Absence of joints.
jokelessness,Absence of jokes.
jolliness,The quality of being jolly.
judginess,The quality of being judgy (judgmental)
justifiability,The property of being justifiable
justifiedness,The quality of being justified.
rabbitiness,The quality of being rabbity
rabidness,The property of being rabid.
racemism,The property of being racemic.
raciness,The property of being racy
racketiness,Quality of being rackety.
radiance,"The quality of being radiant, shining, bright or splendid"
radiancy,The property of being radiant
radicality,The quality of being radical; radicalness
radio reception,"The quality of the sound produced by a radio as a result of the strength of the signal, and the presence of interference"
radiolucency,The quality or degree of being radiolucent.
radiosensitiveness,Quality of being radiosensitive.
raffishness,The characteristic of being raffish.
raggedness,The characteristic of being ragged.
raisedness,Quality of being raised.
rakishness,The property of being rakish.
ramblingness,The quality of being rambling; tendency to ramble.
rambunctiousness,The characteristic of being rambunctious.
ramifiability,The quality of being ramifiable.
rammishness,The quality of being rammish.
ramosity,The quality of being ramose.
rampageousness,The quality of being rampageous.
rampantness,Quality of being rampant.
ramshackleness,Quality of being ramshackle.
rancidness,The characteristic of being rancid.
rancorousness,The quality of being rancorous.
randomness,The property of all possible outcomes being equally likely.
rankability,The quality of being rankable.
ranklessness,Absence of rank.
rankness,"The quality of being rank, of having a repulsive or pungent odor"
rapacity,The quality of being rapacious; voracity.
rapidness,The characteristic of being rapid.
raptness,The characteristic of being rapt.
rareness,The property of being rare; rarity We discussed the rareness of the coin and decided it was actually pretty common
rashness,The quality of state of being rash; inconsiderate or presumptuous haste Synonym: temerity
ratchetness,The quality of being ratchet
ratness,The quality of being a rat; rattiness
rattiness,The quality of being ratty.
raucousness,The characteristic of being raucous.
raunchiness,"The characteristic of being raunchy; sleaze, titillation"
ravenhood,The property of being a raven
ravenousness,Quality of being ravenous.
rawness,The property of being raw
reachability,The extent to which a node in a graph is reachable from others
reachlessness,"The property of being reachless 1809, Ezelkiel Hopkins, Josiah Pratt, The works of Ezekiel Hopkins - Volume 1: Some are Negligently Profane, and absent themselves from the ordinances of Jesus Christ, and the solemn worship of God, upon mere sloth and reachlessness"
reactionariness,Quality of being reactionary.
reactionlessness,Absence of reaction.
readability,The property of being capable of being read; legibility.
readability,The property of being easy or engaging to read
readableness,"The property of being capable of being read, legibility."
readableness,The property of being easy or engaging to read.
ready-handedness,The quality of being ready-handed; capability and preparedness
realisticity,The quality of being realistic.
realisticness,The quality of being realistic.
rearrangeability,The property of being rearrangeable
rearwardness,Quality of being rearward.
reasonlessness,Absence of reason.
rebarbativeness,Quality of being rebarbative.
rebornness,The quality of being reborn.
rebukefulness,The quality of being rebukeful.
recallability,The quality of being recallable.
receivableness,The quality of being receivable.
recency,The property of being recent; newness
recentness,The characteristic of being recent
receptiveness,the characteristic of being receptive
receptivity,The extent to which something is receptive
recessiveness,The property of being recessive.
recessivity,Quality of being recessive.
rechargeability,The quality of being rechargeable.
reciprocalness,The quality of being reciprocal.
reciprocity,"The characteristic of being reciprocal, e.g"
recognisability,The quality of being recognisable.
recognizability,The quality of being recognizable.
recollectedness,Quality of being recollected.
recommendableness,The quality or degree of being recommendable.
recomputability,The quality of being recomputable
reconcilability,The property of being reconcilable
reconcilableness,Quality of being reconcilable.
reconditeness,Quality of being recondite.
reconstructibility,The quality of being reconstructible
reconvertibility,The quality of being reconvertible.
recordability,Quality of being recordable.
recordedness,Quality of being recorded
recoverability,The property of being able to recover or be recovered.
recoverableness,The quality of being recoverable.
recreativeness,The quality of being recreative.
rectangularness,The quality of being rectangular.
recursiveness,The quality of being recursive.
recursivity,The quality of being recursive.
recyclability,The quality of being recyclable.
reddishness,The quality of being reddish.
redeemability,The quality of being redeemable.
redemptiveness,The quality of being redemptive.
redolence,The quality of being redolent
redoubtability,The quality of being redoubtable.
redoubtableness,The quality of being redoubtable.
redressability,The quality of being redressable.
reducibility,The property of being reducible.
reducibleness,The quality of being reducible.
reductibility,The quality of being reducible.
reductiveness,"The quality of being reductive, of reducing things to their components 2009, January 18, Charles Isherwood, in Hedda Forever: An Antiheroine for the Ages[1]:There is danger in trying too cleanly to diagram the roots of Heddas pathology"
reeligibility,The quality of being reeligible; eligibility to be or do something again.
referential integrity,"The property of a relational database that enforces valid relationships between tables, such that no foreign key can contain a value that does not match a primary key in the corresponding linked table."
refillability,The quality of being refillable.
refinedness,Quality of being refined.
reflectability,The quality of being reflectable; able to be reflected
reflectibility,Quality of being reflectible; ability to be reflected
reflection,The property of a propagated wave being thrown back from a surface (such as a mirror).
reflectionlessness,Absence of a reflection.
reflectivity,The quality of being reflective.
refluence,The quality of being refluent; a flowing back.
reformability,The quality of being reformable; potential for reform.
refractility,The quality of being refractile.
refractivity,The quality or degree of being refractive.
refractoriness,The quality of being refractory
refragability,The quality or degree of being refrangible; refrangibility
refrangibility,The quality of being refrangible.
refrangibleness,The quality of being refrangible.
refulgence,the quality of being refulgent; refulgency
refulgency,The property of being refulgent.
refundability,The quality of being refundable
regalness,The quality of being regal
regardfulness,The quality of being regardful.
regardlessness,Lack of regard; heedlessness.
regionality,The property of being regional
regioregularity,The property of being regioregular.
