term,definition
spiroazirine,"A spiro compound, one of whose rings is an azirine"
spiroindole,Any spiro compound derived from an indole
spiroindoline,Any spiro compound derived from an indoline
spiroketal,Any spiro compound that is a ketal.
spirolactam,Any spiro compound containing a bridged lactam group
spirolactone,Any spiro compound in which one of the rings is a lactone
spirooxindole,A spiro compound formed from two oxindoles
spiropyran,Any spiro compound in which one of the rings is a pyran
squaric acid,"The compound 3,4-dihydroxycyclobut-3-ene-1,2-dione derived from cyclobutene"
stannide,Any binary compound of tin and a more electropositive element; the tin anion in such a compound
stannoxane,any compound formally derived from a siloxane by replacing each silicon atom with tin
stannylidene,The tin analogue of a carbene R2Sn:
steppogenin,An organic compound found in the tree Artocarpus dadah.
stereoparent,A parent compound whose name implies stereochemistry that need not be explicitly stated.
stibanylidene,the antimony analogue of a carbene RSb:
styrylpyridinium,"Any styryl derivative of a pyridinium radical 2015 July 7, Sara Redaelli et al., In vitro and in vivo identification of ABCB1 as an efflux transporter of bosutinib, in Journal of Hematology Oncology[1], volume 8, DOI:10.1186/s13045-015-0179-4:Consistent with the role of SLC22A1 in the uptake of the styrylpyridinium dye ASP, K562OCT1 cells showed higher ASP incorporation compared to K562S, while silencing of SLC22A1 or treatment with the specific SLC22A1 inhibitor amantadine (Ama) [ 18 ] led to decreased ASP incorporation levels similar to K562S."
styrylpyrone,"Any styryl derivative of a pyrone, some of which show anticancer activity"
styrylquinoline,"Any styryl derivative of a quinoline, but especially 2-styrylquinoline (2-(2-phenylethenyl)quinoline)"
sucrate,"A compound of sucrose (or some related carbohydrate) with a base, after the analogy of a salt"
sulbactam,A compound given in combination with beta-lactam antibiotics to inhibit beta-lactamase.
sulfamic acid,the compound H2NS(=O)2OH
sulfamidate,Any organic derivative of this group
sulfamide,The compound SO2(NH2)2 formed by the reaction of ammonia with sulfuryl chloride
sulfamide,Any N-derivative of this compound
sulfamidite,Any organic derivative of this group
sulfanilic acid,"The compound p-aminobenzenesulfonic acid, used in the manufacture of dyes and pharmaceuticals."
sulfanyloxazoline,Any sulfanyl derivative of an oxazoline
sulfanylphenol,Any sulfanyl derivative of a phenol
sulfenamide,"Any compound, of general formula RSNR2, derived from a sulfenic acid by replacement of the hydroxyl by an amino group"
sulfenic acid,any compound of general formula RSOH
sulfide,Any compound of sulfur and a metal or other electropositive element or group.
sulfimide,"The compound H2S=NH, or any of its hydrocarbyl derivatives R2S=NR'."
sulfinic acid,"the compound HS(=O)OH, and any of its S-hydrocarbyl derivatives"
sulfinic anhydride,"any compound, of general formula RS(=O)-O-S(=O)R, that is an acid anhydride of a sulfinic acid"
sulfinylamine,any compound with general formula RN=S=O
sulfoindocyanine,A C-sulfate derivative of indocyanine that is a fluorescent dye
sulfolane,"The compound tetrahydrothiophene 1,1-dioxide that is used as a specialized solvent"
sulfonediimine,"Any compound, of general formula RS(=NR)2R, derived from a sulfone by replacing each =O with =NR."
sulfonic anhydride,"any compound, of general formula RS(=O)2OS(=O)2R, that is the acid anhydride of a sulfonic acid"
sulfonimidamide,Any compound of general formula RS(=O)=NH2
sulfonium,any derivative of this cation in which one or more hydrogen atoms are replaced by organic radicals
sulfonodiimidamide,Any compound of general formula RS(=NH)2=NH2
sulfonyl fluoride,The compound SO2F2
sulfonylamine,any compound of general formula RN=S(=O)2
sulfonylfluoride,Any compound of general formula R-SO2F
sulfonylketenimine,Any sulfonyl derivative of a ketenimine
sulfonylmethyl,Any sulfonyl derivative of a methyl group
sulfonyltriazole,Any sulfonyl derivative of a triazole
sulfoselenide,Any compound (or mineral) that is both a sulfide and a selenide.
sulfosuccinate,A sulfonate derivative of succinate (salt or ester of sulfosuccinc acid)
sulfoxide,Any compound of general formula R2S=O.
sulfoximide,any compound of general formula R2S(=O)=NR
sulfur oxide,"Any binary compound of sulfur and oxygen; either sulfur monoxide, sulfur dioxide or sulfur trioxide."
sulfurane,"Any compound, of general formula SR4, containing tetravalent sulfur attached to four atoms or groups."
sulfuryl chloride,The inorganic compound compound SO2Cl2
sulfuryl fluoride,The compound SO2F2 which is used as a fungicide and fumigant
sulphamic acid,any organic compound derived from sulphamic acid by replacing one or two hydrogen atoms of the amine group by an organic radical for example cyclamic acid where a hydrogen atom is replaced by a cyclohexyl radical
sulphionide,"A binary compound of sulphion, or one so regarded"
superbase,any compound having a very high basicity
syringaldazine,"The azo compound 4-hydroxy-3,5-dimethoxybenzaldehyde azine that is used as an indicator of laccase and peroxidase activity 2015 June 2, Eline Saenen et al., Induction of Oxidative Stress and Antioxidative Mechanisms in Arabidopsis thaliana after Uranium Exposure at pH 7.5, in International Journal of Molecular Sciences[1], volume 16, DOI:10.3390/ijms160612405:Enzyme capacities (units (U) g 1 FW) of catalase ( A, CAT); glutathione reductase ( B, GR); guaiacol peroxidase ( C, GPX) and syringaldazine peroxidase ( D, SPX) in Arabidopsis thaliana leaves exposed to different U concentrations for three days at pH 7.5."
farnesylethyl,A farnesyl derivative of an ethyl radical
filastatin,The compound (3-chloro-4-methylphenyl)[4-(4-nitrophenyl)-1-piperazinyl]-methanone that blocks biofilm formation
flavandiol,Any diol derivative of flavan
flavonoid,"Any of many compounds that are plant metabolites, being formally derived from flavone; they have antioxidant properties"
fluogermanate,"Any derivative of a germanate in which one or more oxygen atoms have been replaced by fluorine 2015, S"
fluoral,"The compound trifluoroacetaldehyde, CF3-CHO"
fluorenol,An alcohol derivative of fluorene.
fluorenone,"An aromatic compound with the chemical formula C13H8O, produced from fluorene via oxidation and used in the manufacture of antimalaria drugs."
fluoride,A binary compound of fluorine and another element or radical.
fluoroacetamide,"An organic compound based on acetamide with one fluorine atom replacing hydrogen on the methyl group, used as a rodenticide."
fluoroadenosine,Any fluoro derivative of adenosine
fluoroalkene,Any fluoro-derivative of an alkene
fluoroalkylamine,Any fluoro derivative of an alkylamine
fluoroaluminate,Any compound that contains both fluoride and aluminate ions
fluoroaluminate,Any derivative of aluminate in which one or more oxygen atoms are replaced by fluorine
fluoroarene,Any fluoro derivative of an arene
fluoroaromatic,Any fluoro derivative of an aromatic compound
fluoroaryl,Any fluoro derivative of an aryl radical
fluorobenzoate,"Any fluoro derivative of a benzoate 2015, Valentina Tremaroli et al., Roux-en-Y Gastric Bypass and Vertical Banded Gastroplasty Induce Long-Term Changes on the Human Gut Microbiome Contributing to Fat Mass Regulation, in Cell Metabolism[1], volume 22, DOI:10.1016/j.cmet.2015.07.009:Several pathways (e.g., two-component systems, fluorobenzoate degradation, and glyoxylate and dicarboxylate metabolism) and KOs (e.g., nifA, pgtCAP, ato, and deg genes) enriched in RYGB or VBG compared to OBS were also enriched in comparison to Ob microbiomes ( Table S5 )."
fluorobenzoyl,Any fluoro derivative of a benzoyl radical
fluorobenzyl,Any fluoro derivative of a benzyl radical
fluorocarbon,any derivative of a hydrocarbon in which every hydrogen atom has been replaced by fluorine
fluorochlorohydrocarbon,Any compound formally derived from a hydrocarbon by replacing some hydrogen atoms with fluorine and some with chlorine (at least one being retained).
fluorocitrate,A fluoro- derivative of citrate that is a metabolite of fluoroacetate and is responsible for fluoroacetate poisoning
fluorocoumarin,Any fluoro derivative of a coumarin
fluorodeoxyuridine,A fluorinated derivative of deoxyuridine
fluoroderivative,A derivative compound obtained by reaction with fluorine.
fluorodisaccharide,Any fluoro derivative of a disaccharide
fluoroethane,"Any fluoro derivative of ethane, but especially 1-fluoroethane"
fluoroethoxymethyl,Any fluoro derivative of an ethoxymethyl radical
fluoroethyl,Any fluoro derivative of an ethyl radical.
fluorofamide,The fluoro derivative of benzamide N-(diaminophosphinyl)-4-fluorobenzenamide
fluorofenidone,The fluoro derivative of pyridone 1-(3-fluorophenyl)-5-methyl 2(1H)pyridone that is an anti-inflammatory agent
fluorographene,A fluorinated derivative of graphene produced by exposing both sides of a sheet of graphene to atomic fluorine
fluorohydride,An compound formed by the addition of the elements of hydrogen fluoride
fluoroimidogen,"The binary compound ""NF"" of nitrogen and fluorine that is isoelectronic with molecular oxygen"
fluoroketolide,"Any fluoro derivative of a ketolide, some of which are antibiotics"
fluoroorotic acid,The compound 5-fluorouracil-4-carboxylic acid that is used in genetic screening
fluorophenol,Any fluoro derivative of a phenol
fluorophenyl,Any fluoro derivative of a phenyl radical
fluorophosphonate,Any derivative of a phosphonate in which the hydroxyl group is replaced by fluoride
fluoropicolinamide,Any fluoro derivative of picolinamide
fluoropyridine,Any fluoro derivative of pyridine
fluoropyrrole,Any fluoro derivative of a pyrrole
fluoroquinone,Any fluoro derivative of a quinone
fluorosilane,The compound SiH3F
fluorosugar,Any compound in which one or more hydroxyl groups of a sugar have been replaced by atoms of fluorine
fluorotryptophan,"Any fluoro derivative of a tryptophan, but especially 5-fluorotryptophan"
fluorouridine,"Any fluoro derivative of uridine, but especially 5-fluorouridine, a metabolite of 5-fluorouracil, derivatives of which have anticancer activity"
fluxional compound,a compound whose molecule undergoes rapid intramolecular rearrangements among equivalent structures in which the component atoms are interchanged
folylpolyglutamate,"A folyl derivative of polyglutamate that has a biochemical role in the central nervous system 2015 August 7, Validating Internal Control Genes for the Accurate Normalization of qPCR Expression Analysis of the Novel Model Plant Setaria viridis, in PLOS ONE[1], DOI:10.1371/journal.pone.0135006:The best-ranked pair of reference genes from the developmental dataset included genes that encoded a phosphoglucomutase and a folylpolyglutamate synthase; genes that encoded a cullin and the same phosphoglucomutase as above were the most stable genes in the leaf gradient dataset."
formamidine,The compound NH=CH-NH2 that is the amidine of formic acid
formiminoglycine,The formimino derivative of glycine NH2-CH=N-CH2-COOH
formylglutathione,The S-formyl derivative of glutathione that is an intermediate in the metabolism of methanol and formaldehyde
formylmethionyl,A formyl derivative of the methionyl radical
fucosyllactose,A fucosyl derivative of lactose
fumarprotocetraric acid,An organic compound found in some lichens.
furaneol,"A derivative of furanone, 4-hydroxy-2,5-dimethyl-3-furanone, used in the flavour and perfume industries to impart a strawberry scent."
furanoid,Any compound whose structure is based on furan.
furanyne,Any compound containing a furan ring joined to an alkyne
furfurylthiol,A mercaptan derivative of furan that is mainly responsible for the aroma of roasted coffee
