term,definition
plasterer,A person whose occupation is to plaster walls
plastic beauty,A person with such beauty.
plastician,Someone or something that transforms or reshapes objects
plastron,A man's shirt-bosom.
platinum blond,A person with this hair color.
playboy,"A single man, especially a wealthy one, who devotes himself to a life of leisure and pleasure, often sexual, without commitments or responsibilities."
playreader,A person employed to read the scripts of plays before they are staged.
plaything,A thing or person intended for playing with
pleader,"a person who pleads in court; an advocate [from 13th c.] 1924, EM Forster, A Passage to India, Penguin 2005, p"
pleaser,Someone or something which pleases.
pleasure,The will or desire of someone or some agency in power
pleater,A person or machine that produces pleats.
pleb,"A common person, an unsophisticated or cultureless person"
pledge,"A person who has taken a pledge of allegiance to a college fraternity, but is not yet formally approved."
plenipotentiary,"A person invested with full powers, especially as the diplomatic agent of a sovereign state, (originally) charged with handling a certain matter"
plinker,A person who shoots at makeshift targets
plodder,"A person who works slowly, making a great effort with little result; a person who studies laboriously"
plotter,A person who plots.
plowman,A man who plows land with a plough
plowwright,a person who builds and repairs plows.
plumber,A person who investigates or prevents leaks of information
pluralist,"A person who holds multiple offices, especially a clergyman who holds more than one ecclesiastical benefice."
plurisexual,A plurisexual person.
plutophile,"A person who loves wealth, especially one who lives opulently."
pneumoniac,A person who has pneumonia.
poacher,"A person who trespasses in order to take game illegally, one who poaches; a person who illegally takes animals or plants from the wild."
poacher turned gamekeeper,A person who now works against the same people they once supported
pock-pudding,An English person.
pocket cartoonist,A person who creates one or more pocket cartoons.
pocketbook,A woman's purse.
pococurante,"An apathetic, indifferent or nonchalant person."
pococurantist,"A nonchalant, indifferent person."
pod person,"A conformist person, especially one who lacks personality or originality 1996 Constance Hiser - Sixth Grade Star If I hadn't known better, I would have sworn that aliens had stolen the real Jessica and replaced her with some pod person"
pode,"A contemptible person; a vile, venomous, or loathsome individual."
poet,A person who writes poems.
poet,A person with a creative or romantic imagination.
point-and-shooter,A person who takes point-and-shoot photographs
point of contact,"The single person who represents an organization, for a specific task."
point of contact,A person who is associated with a defined Internet entity.
point person,"The person in the most prominent position on something, such as a spokesperson or manager"
pointsman,A man in charge of railroad points or switches.
pointsperson,A person in charge of railroad points or switches.
poisoner,A person who poisons something or someone.
poke bonnet,"A woman's bonnet in the shape of a hood, featuring a projecting rim on the front side for the purpose of shading the face."
poker face,A person who has a poker face
polemic,"A person who writes in support of one opinion, doctrine, or system, in opposition to another; one skilled in polemics; a controversialist; a disputant."
polemicist,A person who writes polemics
polemicist,A person who puts forward controversial views
policy wonk,"A person who studies or develops strategies and policies, especially one who has a keen interest in and aptitude for technical details"
policyholder,"A person who holds an insurance policy, especially the person whose life is insured"
polisher,A person who makes something smooth or shiny.
polisher,A person who refines something
political animal,a person driven by political motives
political conservative,A person who favors decentralization of political power and disfavors interventionist foreign policy.
political prisoner,A person imprisoned for their political views or political activism
politician,A politically active or interested person
politician,A sly or ingratiating person
pollotarian,A person who consumes no animal flesh with the exception of chicken or other poultry such as turkey.
pollutionist,"A person who tolerates pollution, especially if part of big business."
polonaise,A woman's dress having a tight bodice and a skirt divided to show a coloured underskirt.
