term,definition
arctiid,Any member of the family Arctiidae of moths.
arctocyonid,Any member of the family Arctocyonidae of extinct carnivores.
arcturid,Any member of the Arcturidae.
ardeid,"Any member of the family Ardeidae, the herons, egrets and bitterns."
arecid,"Any member of the subclass Arecidae of certain monocots, such as palms."
areneid,Any member of the family Araneidae of spiders.
arenicolid,Any member of the Arenicolidae.
argentinid,Any member of the family Argentinidae.
argid,Any member of the Argidae.
argonautid,Any member of the Argonautidae.
argulid,Any member of the Argulidae.
argyresthiid,Any member of the Argyresthiidae.
arietitid,Any member of the Arietitidae.
ariid,Any member of the Ariidae.
arionid,Any member of the Arionidae.
ariophantid,Any member of the Ariophantidae.
arixeniid,Any member of the Arixeniidae.
armadillidiid,Any member of the family Armadillidiidae.
armenoceratid,Any member of the Armenoceratidae.
arminid,Any member of the Arminidae.
arripid,Any member of the Arripidae.
arripidid,Any member of the Arripididae.
artamid,Any member of the Artamidae.
artedidraconid,Any member of the Artedidraconidae.
arthrodire,"Any member of the extinct order Arthrodira, armored jawed fishes that flourished in the Devonian period"
arthroleptid,Any member of the Arthroleptidae.
arthropleurid,Any member of the Arthropleuridae.
arvicolid,Any member of the Arvicolidae.
ascaphid,Any member of the Ascaphidae.
ascaridid,Any member of the Ascarididae.
ascid,Any member of the Ascidae.
ascidiacean,Any of the class Ascidiacea of sea squirts.
ascidiid,Any member of the Ascidiidae.
ascoceratid,Any member of the Ascoceratidae.
asellid,Any member of the family Asellidae of crustaceans.
asilid,Any member of the Asilidae.
asopid,Any member of the Asopidae.
aspidobranch,"Any member of the Aspidobranchia, a taxonomic order of sea snails."
aspidoceratid,Any member of the Aspidoceratidae.
aspidodiadematid,Any member of the Aspidodiadematidae.
aspidorhynchid,Any member of the Aspidorhynchidae.
aspidosiphonid,Any member of the Aspidosiphonidae.
aspredinid,Any member of the family Aspredinidae.
assamiid,Any member of the family Assamiidae
assimineid,Any member of the Assimineidae.
astacid,Any member of the Astacidae.
astartid,Any member of the Astartidae.
asteiid,Any member of the Asteiidae.
asteriid,Any member of the family Asteriidae of sea stars.
asterinid,Any member of the Asterinidae.
asteroid,Any member of the taxonomic class Asteroidea; a starfish
asterolecaniid,Any member of the Asterolecaniidae.
asterosteid,Any member of the Asterosteidae.
astrapotheriid,Any member of the Astrapotheriidae.
astroblepid,Any member of the Astroblepidae.
astrocoeniid,Any member of the Astrocoeniidae.
astropecten,Any of the genus Astropecten of sea stars.
astropectinid,Any member of the Astropectinidae.
ataphrid,Any member of the Ataphridae.
ataxophragmiid,Any member of the Ataxophragmiidae.
atelecyclid,Any member of the Atelecyclidae.
ateleopodid,Any member of the Ateleopodidae.
atelestid,Any member of the Atelestidae.
atelurid,Any member of the Ateluridae.
athericid,Any member of the Athericidae.
athoracophorid,Any member of the Athoracophoridae.
atlantid,Any member of the Atlantidae.
atlantosaurid,Any member of the Atlantosauridae.
atoposaurid,Any member of the Atoposauridae.
atractaspidid,Any member of the Atractaspididae.
atrichornithid,Any member of the Atrichornithidae.
attid,Any member of the Attidae.
atyid,Any member of the family Atyidae of freshwater shrimp.
atylid,Any member of the Atylidae.
atypid,Any member of the Atypidae.
auchenipterid,Any member of the Auchenipteridae.
augaptilid,Any member of the family Augaptilidae of copepods.
aulacid,Any member of the family Aulacidae of wasps.
aulacigastrid,Any member of the Aulacigastridae.
aulorhynchid,Any member of the family Aulorhynchidae of gasterosteiform fish.
aulostomid,Any member of the Aulostomidae.
ausktribosphenid,Any member of the Ausktribosphenidae.
autapomorph,An organism that possesses a derived trait that is unique to a particular taxon.
autoerythrocyte,An organism's own erythrocyte
autofluorophore,Any organism that exhibits autofluorescence
autopolyploid,Any organism of this kind.
autotroph,"Any organism that can synthesize its food from inorganic substances, using heat or light as a source of energy"
avemetatarsalian,A member of the Avemetatarsalia clade of archosaurs which resemble birds more than crocodiles.
avimimid,Any member of the Avimimidae.
avisaurid,Any member of the Avisauridae.
avsunviroid,Any member of the Avsunviroidae.
axiid,Any member of the Axiidae.
axinellid,Any member of the Axinellidae.
axymyiid,Any member of the Axymyiidae.
tachina,"Any of the genus Tachina of large tachinid flies, mostly parasitoids on lepidopteran caterpillars."
tachyglossid,"Any member of the family Tachyglossidae, the echidnas or spiny anteaters."
taeniacanthid,Any member of the Taeniacanthidae.
taeniid,Any member of the Taeniidae.
taenioglossan,Any member of the Taenioglossa.
taeniolabidid,Any member of the Taeniolabididae.
taeniopterygid,Any member of the Taeniopterygidae.
tainoceratid,Any member of the Tainoceratidae.
talegalla,"Any of the genus Talegalla of brushturkeys, of Indonesia and vicinity."
talitrid,Any member of the Talitridae
talpid,"A member of the family Talpidae, comprising moles and related insectivorous mammals"
tanaostigmatid,Any member of the family Tanaostigmatidae of parasitic wasps
tangasaurid,Any member of the Tangasauridae.
tantulocarid,"Any of the Tantulocarida, a group of parasitic crustaceans."
tanyderid,Any member of the Tanyderidae.
tanypezid,Any member of the Tanypezidae.
tapejarid,Any member of the Tapejaridae.
tapinocephalid,Any member of the Tapinocephalidae.
tapirid,"Any member of the family Tapiridae, the tapirs."
tardigrade,A member of the animal phylum Tardigrada.
tarphyceratid,Any member of the Tarphyceratidae.
tarsiid,Any member of the Tarsiidae.
tarsipedid,"Any member of the Tarsipedidae, which is currently considered to consist of one species, Tarsipes rostratus, the honey possum."
tarsonemid,Any member of the family Tarsonemidae of mites.
tayassuid,A member of the family Tayassuidae; a peccary.
tegastid,Any member of the Tegastidae.
telegeusid,Any member of the Telegeusidae.
telemid,Any member of the Telemidae.
teleosaurian,Any member of the genus Teleosaurus.
telmatherinid,Any member of the Telmatherinidae.
telsid,Any member of family Telsidae of crustaceans.
temnodontosaurid,Any member of the Temnodontosauridae.
temorid,Any member of the Temoridae.
tenebrionid,Any member of family Tenebrionidae of darkling beetles.
tengellid,Any member of the Tengellidae.
tenrecid,"Any member of the family Tenrecidae, the tenrecs"
tenthredinid,Any member of the Tenthredinidae.
tenuipalpid,Any member of the Tenuipalpidae.
teraponid,Any member of the family Teraponidae of tigerperches.
terapontid,Any member of the Terapontidae.
teratembiid,Any member of the Teratembiidae.
teratornithid,Any member of the Teratornithidae.
teratosaurid,Any member of the Teratosauridae.
terebellid,Any member of the Terebellidae.
terebratula,Any of the genus Terebratula of brachiopods.
teredinid,Any member of the Teredinidae.
tergipedid,Any member of the Tergipedidae.
termitid,Any member of the Termitidae.
termopsid,Any member of the Termopsidae.
tessaratomid,Any member of the Tessaratomidae.
testacellid,Any member of the Testacellidae.
testudinid,Any member of the Testudinidae.
tetanocerid,Any member of the Tetanoceridae.
tethinid,Any member of the Tethinidae.
tethyid,Any member of the Tethyidae.
tetillid,Any member of the Tetillidae.
tetrablemmid,Any member of the Tetrablemmidae.
tetrabranchiate,Any of the Tetrabranchiata.
tetracampid,Any member of the Tetracampidae.
tetracoral,Any member of the order Rugosa (or Tetracoralla) of extinct corals.
tetractinomorph,Any member of the subclass Tetractinomorpha of sponges.
tetradecapod,Any organism with fourteen feet.
tetradonematid,Any member of the Tetradonematidae.
tetradontid,Any member of the Tetradontidae.
tetragnathid,Any member of the Tetragnathidae.
tetragonitid,Any member of the Tetragonitidae.
tetramerid,Any member of the Tetrameridae.
tetranychid,Any member of the Tetranychidae.
tetraodontid,Any member of the Tetraodontidae.
tetraphid,Any member of the Tetraphidae.
tetrarogid,Any member of the Tetrarogidae.
tetrasquillid,Any member of the Tetrasquillidae.
tetratomid,Any member of the Tetratomidae.
tettigarctid,"Any member of the Tettigarctidae, the hairy cicadas."
tettigonid,Any member of the Tettigonidae.
tettigoniid,"Any member of the family Tettigoniidae, the katydids or bush-crickets"
thalassinid,Any member of the Thalassinidae.
thalassoceratid,Any member of the Thalassoceratidae.
thalattosaurid,Any member of the Thalattosauridae.
thamnocephalid,Any member of the Thamnocephalidae.
thamnophilid,Any of the Thamnophilidae; an antbird.
tharybid,Any member of the family Tharybidae of copepods.
thaumaleid,Any member of the Thaumaleidae.
thaumatichthyid,Any member of the Thaumatichthyidae.
thaumetopoeid,Any member of the Thaumetopoeidae.
thecamoebid,Any member of the Thecamoebidae.
thecodontosaurid,"Any member of the family Thecodontosauridae, but specifically of the genus Thecodontosaurus"
thelastomatid,Any member of the family Thelastomatidae of nematodes
thelaziid,Any member of the Thelaziidae.
thelyphonid,Any member of the arachnid order Thelyphonida.
themistid,Any member of the Themistidae.
theraphosid,Any member of the family Theraphosidae of tarantulas.
theraponid,Any member of the Theraponidae.
therevid,Any member of the Therevidae.
theridiid,Any member of the Theridiidae.
theridiosomatid,Any member of the Theridiosomatidae.
therioherpetid,Any member of the Therioherpetidae.
therizinosaurid,Any member of the Therizinosauridae.
thermoalkaliphile,"Any organism that lives in a hot, alkaline environment"
thermoconformer,"Any organism whose body temperature changes according to the external temperature, rather than carrying out thermoregulation."
thermophile,An organism that lives and thrives at relatively high temperatures; a form of extremophile; many are members of the Archaea.
thermopreference,An organism's preference for a particular temperature range
thermoregulator,Any organism that carries out thermoregulation.
thermosbaenacean,"Any member of the Thermosbaenacea, a group of crustaceans found in thermal springs"
thescelosaurid,Any member of the Thescelosauridae.
thespid,Any member of the Thespidae.
thiarid,Any member of the Thiaridae.
thinozerconid,Any member of the Thinozerconidae.
thomisid,Any member of the Thomisidae.
thraciid,Any member of the Thraciidae.
thraupid,Any member of the Thraupidae.
threskiornithid,Any member of the Threskiornithidae.
thrinaxodontid,Any member of the Thrinaxodontidae.
thripid,Any member of the Thripidae.
throwback,An organism that has characteristics of a more primitive form.
thryonomyid,Any member of the Thryonomyidae.
thunnid,Any member of the Thynnidae.
thyatirid,Any member of the Thyatiridae.
thylacinid,Any member of the family Thylacinidae of extinct carnivorous marsupials.
thylacocephalan,Any member of the Thylacocephala.
thylacoleonid,Any member of the Thylacoleonidae.
thylacomyid,Any member of the Thylacomyidae.
thylacosmilid,Any member of the Thylacosmilidae.
thyreocorid,Any member of the Thyreocoridae.
thyreophorid,Any member of the Thyreophoridae.
thyridid,Any member of the Thyrididae.
thyropterid,Any member of the family Thyropteridae of bats; disc-winged bats.
thysanid,Any member of the Thysanidae.
thysanoteuthid,Any member of the Thysanoteuthidae.
timaliid,Any member of the Timaliidae.
tinamid,Any member of the avian family Tinamidae of tinamous.
tindarid,Any member of the Tindaridae.
tindariid,Any member of the Tindariidae.
tineodid,Any member of the Tineodidae.
tinodontid,Any member of the Tinodontidae.
tiphiid,Any member of the Tiphiidae.
tischeriid,Any member of the Tischeriidae.
tissotiid,Any member of the Tissotiidae.
titanichthyid,Any member of the Titanichthyidae.
titanoecid,Any member of the Titanoecidae.
titanoideid,Any member of the Titanoideidae.
titanosaurid,Any member of the Titanosauridae.
titanosuchid,Any member of the Titanosuchidae.
titanotheriid,Any member of the Titanotheriidae.
todid,Any member of the Todidae.
tongueworm,"Any of the Pentastomida, a group of parasitic invertebrates."
tonnid,Any member of the Tonnidae.
tornid,Any member of the Tornidae.
tornoceratid,Any member of the Tornoceratidae.
torpedinid,Any member of the Torpedinidae.
torridincolid,Any member of the Torridincolidae.
tortricid,Any member of the large moth family Tortricidae.
torvosaurid,Any member of the Torvosauridae.
torymid,Any member of the Torymidae.
toxocarid,Any member of the Toxocaridae.
toxochelyid,Any member of the Toxochelyidae.
toxocone,"An organism or fossil with a toxoconic shell, or the shell itself."
toxodont,"Any of the Toxodonta, an extinct order of Mammalia with long curved incisors, found in the South American Tertiary formation."
toxopneustid,Any member of the Toxopneustidae.
toxotid,Any member of the Toxotidae.
trachichthyid,"Any of the Trachichthyidae, a family of fish."
trachinid,Any member of the Trachinidae.
trachodontid,Any member of the Trachodontidae.
trachyceratid,Any member of the Trachyceratidae.
trachylid,Any member of the Trachylidae.
trachypachid,Any member of the Trachypachidae.
trachypterid,Any member of the Trachypteridae.
trachytid,Any member of the Trachytidae.
trachyuropodid,Any member of the Trachyuropodidae.
trackmaker,"An organism that leaves tracks as it moves, especially one whose tracks can be found in fossils."
