Unnamed: 0,term,pos,definition,domain,supplementary_info,obsolete,slang,dated,rare,vulgar,offensive,slur,astrology,mythology,jargon,euphemistic
59,f-word,Verb,"To use vulgarities, especially the word fuck", euphemistic,"2010, Alan L. Greenberg, Confessions of a Government Man: How to Succeed in Any Bureaucracy, ISBN, page 142:Her plain-Jane appearance lulled the Secret Service representatives for a while but it wasn't long before she out f-worded them and became the assertive one in this space chase, []",False,False,False,False,False,False,False,False,False,False,True
690,facilities,Noun,Facilities for urination and defecation: a toilet; a lavatory., euphemistic,,False,False,False,False,False,False,False,False,False,False,True
1035,facts of life,Noun,knowledge of sexual reproduction (almost always used with the), euphemistic,,False,False,False,False,False,False,False,False,False,False,True
1037,facts on the ground,Noun,"The presence of military forces in a territory, rendering moot any debate over ownership."," idiomatic, euphemistic",,False,False,False,False,False,False,False,False,False,False,True
1866,faith-based,Adjective,"of civic associations connected with religious groups, specifically of such organizations sponsored by government funds You are requesting a $2,100,000 increase for a ""Faith Based and Community Initiatives,"" for a total of $37,432,000 [...]"," chiefly US, euphemistic",What distinguishes these projects from faith-based initiatives of the Employment and Training Administration? (1988)[3],False,False,False,False,False,False,False,False,False,False,True
2189,fall asleep,Verb,To die (often seen on gravestones)," poetic, euphemistic","1611, The Holy Bible,[] (King James Version), imprinted at London: By Robert Barker,[], OCLC 964384981, Acts 7:60:And he kneeled downe, and cried with a loud voice, Lord lay not this sinne to their charge. And when he had said this, he fell asleepe. And Saul was consenting vnto his death.",False,False,False,False,False,False,False,False,False,False,True
2268,fall off a truck,Verb,"Of an item of merchandise, to come into a person's possession without having been paid for; to be acquired illegally"," idiomatic, US, euphemistic",He said he bought it at the markets but I think it fell off a truck.,False,False,False,False,False,False,False,False,False,False,True
2270,fall off the back of a lorry,Verb,"Of an item of merchandise, to come into a person's possession without having been paid for; to have been acquired illegally."," idiomatic, Britain, euphemistic",,False,False,False,False,False,False,False,False,False,False,True
2271,fall off the back of a truck,Verb,"Of an item of merchandise, to come into a person's possession without having been paid for; to have been acquired illegally."," idiomatic, Australia, euphemistic",,False,False,False,False,False,False,False,False,False,False,True
3047,family jewels,Noun,Testicles," idiomatic, euphemistic","The whole crowd cringed as he got hit right in the family jewels. 1971, R. Z. Sheppard, ""Three's a Crowd,"" Time, 5 Jul., But what do three testicles mean? A mystical trinity illuminating some absurd need to procreate? A symbol suggesting a metaphysic of pawnbroking? Likely as not, it is simply an animation of the familiar euphemism, ""the family jewels.""",False,False,False,False,False,False,False,False,False,False,True
3106,famine resistant,Adjective,"Overweight, fat", euphemistic or humorous,"1995, November 5, Dan Greaney, ""King-Size Homer"", episode 7-7 of The Simpsons, 00:12:25-00:12:30: Marge Simpson: Con: you're endangering your health.Homer Simpson: Pro: I'm drought and famine resistant. 1998 January 24, Bill Bradford, Re:! South Park Stickers are here!, in austin.forsale, Usenet[1]:And they STILL refuse to come out with the Cartman shirts in sizes for famine resistant sysadmins like me. XXL, please! For more examples of usage of this term, see Citations:famine resistant.",False,False,False,False,False,False,False,False,False,False,True
3371,fancy house,Noun,A brothel, euphemistic,"2001, Dana Stabenow, The Singing of the Dead, ISBN, page 239:Turner probably visited Angel regularly. He paid for her fancy house. 2013, Nevada Barr, Burn, ISBN:From what I've been able to pry out of her the fancy house customers weren't allowed to hit. 2017, J. B. Fisher, The Blessing of Pequea Sam, ISBN:In turn as Liz's madam, Yolanda continually ran such a clean ship for Liz and made so much money, that she ended up with her own ""fancy house"".",False,False,False,False,False,False,False,False,False,False,True
6937,feel no pain,Verb,To be intoxicated, euphemistic,"1979 Feb. 21, Justice Lee, ""Munford, Inc. v. Ira Peterson et al.,"" Supreme Court of Mississippi, 368 So. 2d 213 (1979), No. 50856 (retrieved 27 May 2017): The evidence is undisputed that Scott Peterson and the other boys chipped in (pooled their money) to buy the beer, that they were all together drinking it, that they all ""felt no pain"". 1997, John McCabe, Cagney, ch. 1 (reprinted in New York Times) (retrieved 27 May 2017): Pop came over with a number of his saloon cronies . . . . They were feeling no pain as usual, and all was high hilarity as my dad showed them proudly all around.",False,False,False,False,False,False,False,False,False,False,True
6996,feeling no pain,Adjective,Drunk, euphemistic,"1978 May 22, ""Behavior: Drinking as a Way of Life,"" Time (retrieved 27 May 2017): [H]e tossed back so many stiff highballs that he lost count. Feeling no pain, he proceeded to insult his host, lose control of his bladder, pass out on the floor, and was carried home. 1996 Oct. 19, David Tremayne, ""Invitation to world party,"" Independent (UK) (retrieved 27 May 2017): Hill, virtually teetotal and a non-smoker, had by this time availed himself of more than one glass of Schnapps and a chunky cigar, courtesy of Rothmans motorhome manager Karl-Heinz Zimmermann, and was feeling no pain. 2012 Nov. 23, Ron Wadden, ""Dear Diary: I feel like an Albertan in my blood,"" National Post (Canada) (retrieved 27 May 2017): By the time Id had a pint or two at a pub, I was feeling no pain.",False,False,False,False,False,False,False,False,False,False,True
7043,feet first,Adverb,"In the manner of a deceased person (i.e., dead)"," idiomatic, euphemistic","1910, Jack London, chapter 4, in Burning Daylight:""If that door opens and any one of you cusses lets on there's anything unusual, right here and then I sure start plugging. They ain't a soul'll get out the room except feet first."" 1943 Oct. 18, ""How to Be a Racketeer,"" Time: ""Anybody resigns from us resigns feet first, understand? he tells me. So I didn't resign."" 2001 May 23, Robin Finn, ""Public Lives,"" New York Times (retrieved 9 Sep 2009): ""They'll probably have to take me out of here feet first,"" says Ms. Steinem, punctuating the prediction with a growl of laughter (mortality has been in the back of her mind since breast cancer treatment a dozen years ago. . .).",False,False,False,False,False,False,False,False,False,False,True
12521,find a friendly bush,Verb,"To urinate or defecate or to seek relative privacy for that purpose; to relieve oneself, particularly outdoors", euphemistic,"1984, George La Fountaine, Flashpoint, page 138:You find a friendly bush and take a crap. 2008, Charlotte Lewis, Anna: Coming of age in the Oregon Territory, page 113:About two hours into the ride, James stopped and found a friendly bush. 2012, Michael SN Godfrey, No Cure for the Travel Bug[1], page 155:No toilet facilities, so the women had to find a friendly bush.",False,False,False,False,False,False,False,False,False,False,True
18974,flipping,Adverb,"Fucking; used as an intensifier to modify verbs, adjectives, and other adverbs Do you flipping think I'm stupid? Do you think I'm flipping stupid? Just how flipping damn stupid are you?"," euphemistic, chiefly Britain",,False,False,False,False,False,False,False,False,False,False,True
20287,flower,Noun,"The vulva, especially the labia majora"," euphemistic, hypocoristic","1749, [John Cleland], Memoirs of a Woman of Pleasure [Fanny Hill], London: Printed [by Thomas Parker] for G. Fenton [i.e., Fenton and Ralph Griffiths][], OCLC 731622352:that my virgin flower was yet uncrop'd, never enter'd into his head, and he would have thought it idling with time and words to have question'd me upon it",False,False,False,False,False,False,False,False,False,False,True
20619,fluff,Noun,A fart.," Australia, euphemistic",,False,False,False,False,False,False,False,False,False,False,True
20625,fluff,Verb,To fart.," intransitive, Australia, euphemistic",,False,False,False,False,False,False,False,False,False,False,True
21984,flying fig,Noun,Synonym of flying fuck, euphemistic,,False,False,False,False,False,False,False,False,False,False,True
22059,flying toilet,Noun,The use of a plastic bag for defecation which is subsequently thrown away., euphemistic,,False,False,False,False,False,False,False,False,False,False,True
23164,follicly challenged,Adjective,Bald.," humorously euphemistic, of a person",,False,False,False,False,False,False,False,False,False,False,True
24432,for crying out loud,Adverb,"Used to express frustration, exasperation, or annoyance"," idiomatic, colloquial, euphemistic","Oh for crying out loud, get off the computer! You've been on there for ages! 1997, J.K. Rowling, Harry Potter and the Philosopher's Stone, iv: I knew yeh werent gettin yer letters but I never thought yeh wouldnt even know abou Hogwarts, fer cryin out loud!",False,False,False,False,False,False,False,False,False,False,True
