term,definition
dacryocystorhinostomy,A surgical procedure to restore the flow of tears into the nose from the lacrimal sac when the nasolacrimal duct does not function.
daguerreotypy,The art or technique of producing daguerreotypes.
data binding,A general technique that binds together two data sources (or two separate representations of the same data) and keeps them synchronized.
data mining,A technique for searching large-scale databases for patterns; used mainly to find previously unknown correlations between variables that may be commercially useful.
data scrubbing,"An error-correction technique that periodically inspects main memory or storage for errors, then correct detected errors using redundant data in the form of different checksums or copies of data."
data smoothing,The mathematical process of fitting a smooth curve to dispersed data points.
day-after recall test,A method of advertising research measuring the percentage of people who remember seeing an advertisement the day after it was shown on television
day-year principle,A method of interpretation of Bible prophecy in which the word day is considered to be symbolic of a year of actual time.
day for night,"A cinematographic technique in which a crew films in a high-contrast situation, typically in the early morning or late afternoon, with a blue filter, causing the scene to look as if it were shot in moonlight."
de-Islamization,The act or process of de-Islamizing.
de-energization,"The process, or the result of de-energizing"
de-ethnicization,The act or process of ceasing to be ethnic; de-ethnization
de-ethnization,"The act or process of ceasing to be, or of causing (a group) to cease to be, an ethnicity or a distinct people"
de-ethnization,The act or process of severing or losing ethnic ties
deacidification,The act or process of removing or neutralizing acid the deacidification of old books
dead reckoning,A method of estimating the position of a ship or aircraft by applying estimates of the distance and direction travelled to a previously known position
